0,1,0,999,
1,2,1,997,
2,9,1,990,
3,33,1,966,
4,146,1,853,
5,494,3,503,
6,876,10,114,
7,957,34,9,
8,852,147,1,
9,503,497,0,
10,114,886,0,
11,9,991,0,
12,1,999,0,
13,0,1000,0,
